33	3	1	2	0	3935	1	0	1	6	5	765	1	342	2	2	1
23	2	2	3	0	363	1	0	2	30	5	16	18	-1	0	1	0
38	3	2	3	0	11971	1	0	2	17	11	609	2	101	3	2	0
36	3	2	3	0	553	0	0	1	11	8	106	2	-1	0	1	0
52	4	1	2	0	1117	1	0	1	13	5	365	1	-1	0	1	0
32	6	1	3	0	396	1	0	1	13	5	205	3	-1	0	1	0
32	6	2	3	0	2204	1	0	1	21	11	11	4	-1	0	1	0
34	3	2	3	0	872	1	0	2	7	5	105	2	-1	0	1	0
55	4	1	1	0	145	0	0	3	2	2	59	3	5	2	3	0
26	4	1	1	0	0	1	0	2	21	5	425	1	-1	0	1	0
32	7	2	1	1	-849	1	1	1	4	2	204	1	-1	0	1	0
61	8	1	4	0	4629	1	0	1	27	1	181	1	92	1	4	1
45	4	3	1	0	844	0	0	2	5	6	1018	3	-1	0	1	1
37	6	2	2	0	228	1	0	1	20	8	1740	2	-1	0	1	0
38	6	2	2	0	50	0	0	1	29	8	98	2	-1	0	1	0
34	6	1	3	0	1539	1	0	1	15	6	441	1	56	1	3	1
53	4	1	2	0	2231	1	0	1	14	7	272	3	-1	0	1	0
48	8	1	2	0	3064	1	0	3	15	7	159	2	-1	0	1	0
57	3	1	2	0	82	0	1	3	4	2	140	1	-1	0	1	0
33	5	2	3	0	2155	0	0	1	17	11	295	1	-1	0	1	0
36	11	2	2	0	101	1	1	2	26	5	314	1	-1	0	1	0
54	6	3	2	0	784	1	1	2	15	5	579	1	-1	0	1	0
41	4	1	1	0	-516	0	1	3	8	7	554	3	-1	0	1	0
63	11	1	2	0	415	1	0	1	7	10	323	1	-1	0	1	0
48	3	1	3	0	5887	0	0	1	13	8	227	2	-1	0	1	0
48	2	1	2	0	1355	0	0	1	4	7	134	2	-1	0	1	0
56	8	1	2	0	16873	0	0	1	7	10	223	1	-1	0	1	0
51	4	3	2	0	203	1	0	1	8	5	134	1	170	5	2	0
31	2	1	2	0	338	1	0	1	28	1	155	1	-1	0	1	0
29	6	1	2	0	444	1	0	1	21	7	130	4	-1	0	1	0
41	3	1	2	0	0	0	1	1	7	7	630	3	-1	0	1	0
32	6	2	3	0	360	0	0	1	19	11	164	2	-1	0	1	0
37	3	1	3	0	0	0	0	1	16	7	268	2	182	3	4	1
42	7	3	3	1	2	1	0	2	5	5	380	1	-1	0	1	0
31	3	2	3	0	6248	1	0	2	9	5	154	2	-1	0	1	0
41	2	1	3	0	412	1	0	2	3	6	154	5	-1	0	1	0
56	11	1	2	0	344	1	0	2	15	5	221	1	-1	0	1	0
54	3	3	3	0	3222	0	0	1	14	8	67	2	-1	0	1	0
41	4	3	2	0	174	1	0	1	14	5	367	2	297	1	3	0
40	6	2	2	0	591	0	1	1	14	8	87	6	-1	0	1	0
50	4	3	1	0	388	0	0	1	5	2	701	1	-1	0	1	0
40	1	1	2	0	219	1	0	1	17	11	204	2	196	1	2	0
27	8	3	2	0	451	1	0	1	16	7	652	1	-1	0	1	1
60	11	1	1	0	5	0	0	1	26	8	63	2	-1	0	1	0
28	8	2	2	0	177	1	1	1	6	5	150	1	-1	0	1	0
52	2	1	2	0	657	0	0	3	7	7	398	2	460	2	2	1
37	3	1	3	0	1315	0	0	1	30	6	224	1	-1	0	1	1
51	4	1	1	0	1466	1	0	2	7	5	406	2	-1	0	1	0
41	6	2	2	0	879	0	1	1	7	7	60	4	-1	0	1	0
35	4	2	1	0	293	1	0	2	30	5	521	2	-1	0	1	0
38	8	1	2	0	424	1	0	1	17	4	279	1	-1	0	1	0
34	4	1	2	0	1831	1	0	2	20	5	203	2	-1	0	1	0
39	4	1	1	0	111	0	0	1	18	11	201	2	-1	0	1	0
34	4	1	1	0	455	1	0	2	20	6	372	3	-1	0	1	0
27	2	2	2	0	-195	1	0	1	18	5	391	1	-1	0	1	1
32	3	2	3	0	3616	0	0	1	14	8	165	2	-1	0	1	0
57	4	1	2	0	14093	0	0	1	11	8	231	5	-1	0	1	0
41	12	2	3	0	1567	0	0	1	1	7	291	2	-1	0	1	0
41	8	1	3	0	5426	1	0	2	14	5	149	2	-1	0	1	0
30	8	2	3	0	261	0	0	1	19	10	233	1	137	20	2	0
36	4	3	2	0	2843	0	0	1	12	2	473	1	182	1	4	0
31	1	2	1	0	406	0	0	1	4	2	736	1	-1	0	1	1
36	4	1	2	0	0	1	0	2	6	5	337	1	-1	0	1	0
38	3	2	3	0	493	1	0	1	11	5	553	1	367	7	2	0
49	6	1	2	0	5996	0	0	3	21	11	345	2	-1	0	1	0
57	2	2	1	0	3777	1	0	3	13	5	65	2	-1	0	1	0
34	3	2	2	0	524	0	0	2	13	8	9	1	-1	0	1	0
32	3	2	3	0	574	1	0	1	14	4	259	2	145	3	2	0
37	4	1	2	0	427	1	1	2	9	6	371	3	-1	0	1	0
33	5	1	3	0	483	1	0	1	3	2	280	2	-1	0	1	0
56	1	1	1	0	3391	0	0	1	21	4	243	1	-1	0	1	1
27	10	1	1	0	0	1	0	1	23	7	435	3	-1	0	1	0
21	9	2	2	0	2488	0	0	1	30	6	258	6	169	3	4	1
58	3	1	3	0	1517	1	0	3	29	7	7	5	-1	0	1	0
32	5	1	2	0	217	1	1	1	15	7	317	5	-1	0	1	0
33	4	2	2	0	22	0	0	1	30	1	76	2	207	1	2	0
25	9	2	2	0	331	0	0	3	26	8	170	4	-1	0	1	1
25	6	2	2	0	505	0	1	1	17	11	386	2	-1	0	1	1
30	2	1	2	0	1808	1	0	1	18	5	83	2	-1	0	1	0
22	8	2	2	0	4111	0	1	1	19	8	65	1	-1	0	1	0
39	4	1	1	0	52	0	0	1	13	8	69	1	-1	0	1	0
46	3	3	3	0	25	0	0	2	17	6	564	2	-1	0	1	0
31	8	3	2	0	1890	1	0	1	21	7	588	1	-1	0	1	0
45	4	1	1	0	419	0	0	1	18	8	113	4	-1	0	1	0
32	6	1	2	0	2693	1	0	2	21	5	16	1	-1	0	1	0
36	4	1	2	0	-231	0	1	1	15	7	779	2	-1	0	1	0
51	3	2	3	1	-55	1	0	1	11	5	281	2	266	6	2	0
34	5	2	3	0	462	0	0	1	21	8	1877	3	-1	0	1	1
24	1	2	2	0	119	0	0	2	15	9	51	1	-1	0	1	0
45	6	2	2	0	586	0	1	1	28	7	32	3	-1	0	1	0
32	4	2	2	0	228	0	0	3	5	2	176	1	288	3	2	0
77	11	3	3	0	4659	0	0	1	14	4	161	1	-1	0	1	1
41	4	1	1	0	168	1	0	1	18	11	187	3	-1	0	1	0
37	4	1	1	0	0	1	0	2	26	5	24	1	-1	0	1	0
43	4	1	4	1	-715	1	0	2	30	5	67	3	-1	0	1	0
48	8	1	4	0	0	1	0	1	8	5	85	1	168	2	2	0
27	6	2	2	0	769	1	0	2	9	5	317	2	-1	0	1	0
33	3	2	3	0	0	0	0	1	28	8	236	10	-1	0	1	0
29	8	2	2	0	428	1	1	1	7	5	54	1	345	2	2	0
34	3	2	3	0	0	0	0	1	5	2	71	1	-1	0	1	0
52	3	1	3	0	-970	1	0	1	4	2	489	1	-1	0	1	1
60	3	1	4	0	6313	0	0	2	19	6	39	2	-1	0	1	0
32	3	3	3	0	948	0	0	1	12	8	204	2	-1	0	1	0
32	3	2	3	0	0	1	0	1	22	7	455	2	-1	0	1	0
56	2	3	4	0	1877	1	0	2	30	5	86	1	-1	0	1	0
31	3	2	3	0	874	1	0	1	18	11	190	2	-1	0	1	0
42	8	1	2	0	323	1	1	2	8	5	280	2	-1	0	1	0
35	3	1	3	0	106	0	1	1	11	8	588	2	-1	0	1	0
56	11	1	1	0	1906	0	1	2	19	6	45	9	-1	0	1	0
48	6	1	2	0	1152	1	0	1	21	7	168	5	-1	0	1	0
46	8	1	2	0	179	1	0	1	29	1	194	4	436	1	3	0
37	6	2	4	0	391	1	0	2	8	5	103	3	-1	0	1	0
41	7	1	4	0	89	1	0	2	6	5	333	2	-1	0	1	0
36	3	2	3	0	442	1	1	1	29	7	102	3	-1	0	1	0
45	1	3	1	1	-249	1	1	2	1	7	92	1	-1	0	1	0
55	7	1	2	0	8104	0	0	1	6	2	213	2	-1	0	1	0
39	6	1	2	0	501	0	0	2	26	5	289	1	-1	0	1	0
35	6	3	2	0	308	0	0	1	22	8	77	2	-1	0	1	0
55	8	1	2	0	602	0	0	1	1	6	324	3	90	2	4	1
55	6	1	2	0	273	1	0	1	29	1	84	3	183	3	2	0
27	5	2	2	0	50	0	0	1	29	1	168	1	-1	0	1	0
34	6	1	2	0	1641	1	0	1	17	4	380	1	-1	0	1	0
34	4	1	3	0	20	0	0	2	4	10	10	1	-1	0	1	0
25	8	2	2	0	4590	1	0	2	28	5	199	2	-1	0	1	0
41	8	2	2	0	-256	0	1	2	9	5	35	3	-1	0	1	0
43	2	1	2	0	978	1	1	2	26	5	82	2	-1	0	1	0
28	3	2	3	0	80	0	0	1	20	10	676	2	146	2	2	1
31	8	2	2	0	2104	1	0	2	3	6	455	1	-1	0	1	0
78	10	1	2	0	499	0	0	3	16	3	80	4	-1	0	1	0
45	4	3	2	0	1269	1	0	1	29	1	549	2	-1	0	1	0
48	6	1	3	0	310	0	0	2	6	5	135	1	-1	0	1	0
32	4	2	2	0	1143	1	1	1	10	7	412	1	-1	0	1	0
42	6	1	2	0	2980	0	0	2	20	6	101	3	-1	0	1	0
37	3	2	3	0	37	0	0	1	28	1	253	2	-1	0	1	0
40	8	2	2	0	462	1	1	1	6	4	272	1	335	4	3	0
32	8	1	2	0	1031	1	0	1	17	7	84	1	-1	0	1	0
42	3	1	3	0	9009	0	0	1	20	11	135	2	-1	0	1	0
43	8	1	2	0	-465	1	1	1	23	7	166	1	-1	0	1	0
44	8	1	2	0	5181	1	1	1	31	7	18	7	-1	0	1	0
37	8	1	2	0	176	1	0	1	5	5	147	2	347	1	2	0
37	12	1	4	0	1699	0	0	2	9	6	63	1	-1	0	1	0
37	8	1	3	0	0	1	0	1	17	11	65	2	119	1	2	0
28	6	2	3	0	172	1	1	1	2	2	194	2	-1	0	1	0
32	2	2	2	0	0	0	1	1	11	7	333	2	-1	0	1	0
34	8	2	2	0	6979	1	0	1	15	5	14	5	-1	0	1	0
40	8	3	2	0	6	0	0	2	11	6	140	1	-1	0	1	0
34	2	1	2	0	-62	1	0	2	16	6	109	3	-1	0	1	0
34	5	1	3	0	1972	1	0	1	23	7	61	2	-1	0	1	0
34	8	1	3	0	899	1	0	3	19	11	377	3	7	4	4	0
37	2	2	2	0	21	1	0	1	2	2	96	1	271	2	3	0
36	6	1	2	0	23	1	0	1	8	5	152	2	347	1	2	0
56	11	1	2	0	-1206	1	0	1	15	6	382	2	-1	0	1	1
49	4	1	1	0	0	1	1	3	23	7	97	6	-1	0	1	0
33	5	1	2	0	215	1	0	1	29	7	543	12	-1	0	1	0
30	3	2	3	0	1372	0	0	1	20	11	240	2	-1	0	1	0
36	2	1	2	0	1981	0	0	2	17	6	48	2	-1	0	1	0
23	9	2	2	0	9216	0	0	1	5	6	471	2	-1	0	1	0
57	11	3	2	0	39	1	0	1	30	7	354	3	-1	0	1	0
27	4	2	2	0	5563	1	0	2	30	5	435	2	-1	0	1	0
38	2	1	2	0	1	0	1	1	21	11	152	2	-1	0	1	0
42	6	1	3	0	782	0	0	1	3	4	285	1	-1	0	1	0
75	11	1	2	0	3771	0	0	3	15	4	185	1	181	2	4	1
34	6	2	3	0	992	1	0	1	4	5	301	1	88	2	4	0
48	6	1	2	0	1526	0	0	1	6	8	273	2	-1	0	1	0
35	6	2	3	0	2658	1	0	1	19	8	768	2	141	3	2	1
39	3	3	3	0	1315	1	0	1	19	11	1337	4	126	1	2	0
29	4	2	3	0	455	0	0	3	21	4	403	1	-1	0	1	1
45	6	2	3	0	0	1	0	1	18	11	139	2	-1	0	1	0
42	6	1	2	0	2030	1	1	1	9	7	196	1	-1	0	1	0
29	6	1	2	0	1599	1	0	1	8	7	115	1	61	1	2	0
38	2	2	2	0	-196	1	0	1	2	2	60	1	271	1	2	0
56	11	1	2	0	1333	0	0	1	28	8	17	14	-1	0	1	0
36	6	2	2	0	9149	1	0	1	13	8	141	3	-1	0	1	0
25	4	2	2	0	-350	1	0	2	23	6	95	3	-1	0	1	0
38	6	1	3	0	432	1	0	1	15	5	10	2	373	1	3	0
57	5	1	2	0	11494	0	0	1	19	11	198	1	-1	0	1	0
31	3	1	3	1	-253	0	0	1	12	8	220	4	-1	0	1	0
42	3	1	3	0	372	1	0	1	3	8	654	2	-1	0	1	1
45	6	1	2	0	1410	0	0	1	11	8	71	2	-1	0	1	0
30	4	1	2	0	975	1	0	1	13	5	256	2	351	2	2	0
49	4	1	1	0	305	1	1	3	10	7	834	10	-1	0	1	0
49	2	1	2	0	400	0	0	1	21	8	151	3	-1	0	1	0
53	11	1	3	0	-22	1	0	1	31	7	20	3	-1	0	1	0
37	6	1	2	0	4030	1	0	2	26	5	178	5	-1	0	1	0
49	4	1	1	0	365	0	0	2	26	5	59	2	-1	0	1	0
41	5	1	1	0	204	0	0	1	13	8	111	7	-1	0	1	0
54	3	1	1	0	1691	1	0	1	20	11	186	1	-1	0	1	0
32	2	2	2	0	406	1	0	2	6	5	227	1	-1	0	1	0
33	6	1	2	0	-204	0	0	1	15	5	297	3	-1	0	1	0
33	6	1	2	0	359	1	0	1	20	4	210	1	242	1	3	0
36	4	1	1	0	123	1	0	1	18	5	9	1	-1	0	1	0
35	6	1	3	0	0	1	1	1	23	9	112	1	62	6	3	0
52	12	1	2	0	142	0	0	1	25	8	112	6	-1	0	1	0
40	7	1	3	0	3571	0	0	2	9	6	222	3	-1	0	1	0
44	6	2	2	0	33	1	0	1	13	5	195	3	351	10	2	0
45	4	2	2	0	0	1	0	1	26	7	768	2	91	5	4	0
30	9	2	2	0	3096	0	0	1	26	1	123	1	-1	0	1	0
48	6	3	2	1	20	0	0	1	27	8	145	3	-1	0	1	0
33	4	1	2	0	3576	1	0	1	2	4	124	1	308	2	3	0
57	6	1	4	0	206	1	0	2	5	5	216	3	-1	0	1	0
57	10	1	1	0	7082	0	0	2	6	6	69	3	-1	0	1	0
51	1	1	3	0	1634	1	0	1	22	7	168	4	-1	0	1	0
34	8	2	2	0	1	1	0	1	22	7	483	7	-1	0	1	0
50	5	1	3	0	4012	0	0	1	19	11	690	3	-1	0	1	0
44	3	1	3	0	3762	0	0	1	28	8	125	12	-1	0	1	0
27	8	1	2	0	-247	1	1	2	4	6	344	2	-1	0	1	0
50	4	1	2	0	606	1	0	2	14	5	673	2	-1	0	1	0
36	3	1	3	0	0	1	0	1	28	1	60	1	250	1	3	0
42	3	1	2	0	-189	1	0	2	12	5	247	2	-1	0	1	0
32	1	2	2	0	0	0	0	1	27	5	123	2	-1	0	1	0
42	3	1	3	0	484	1	0	1	11	7	144	2	-1	0	1	0
43	6	1	2	0	0	0	1	1	8	5	9	2	172	5	2	0
31	3	1	3	0	395	1	0	1	9	2	155	3	-1	0	1	0
32	3	1	3	0	2349	0	0	1	14	8	134	5	-1	0	1	0
55	4	3	1	0	410	0	1	1	11	7	221	2	-1	0	1	0
58	11	1	1	0	3401	1	0	1	3	2	84	3	265	2	2	0
46	4	1	1	0	222	0	0	1	8	8	71	2	-1	0	1	0
55	4	1	2	0	989	1	1	2	23	5	246	4	-1	0	1	0
34	3	1	3	0	415	0	1	1	23	7	361	2	-1	0	1	0
28	1	2	2	0	16	0	0	1	12	8	119	4	-1	0	1	0
42	6	3	3	0	7190	1	0	1	29	7	375	2	-1	0	1	0
29	4	2	2	0	482	0	1	1	10	7	1097	3	-1	0	1	1
54	10	1	2	0	209	1	1	1	25	7	97	1	-1	0	1	0
32	6	2	2	0	0	0	0	1	26	8	181	2	-1	0	1	0
39	6	2	3	0	5803	0	0	1	2	2	83	3	-1	0	1	0
53	7	1	3	0	624	0	1	1	21	7	180	4	-1	0	1	0
58	6	1	3	0	883	0	0	1	18	8	543	1	78	2	2	0
40	5	1	2	0	1516	1	1	2	23	5	373	1	-1	0	1	0
29	9	2	2	0	872	1	0	2	7	5	230	1	-1	0	1	0
33	6	1	3	0	-988	1	1	1	15	7	83	3	-1	0	1	0
38	8	2	2	0	902	1	0	3	31	7	58	13	-1	0	1	0
56	2	3	2	0	1007	0	0	1	29	7	88	6	-1	0	1	0
40	2	1	2	0	0	1	0	1	2	6	297	1	28	3	2	0
24	4	2	2	0	174	1	1	1	18	5	487	1	-1	0	1	1
46	3	1	2	0	12186	0	0	2	20	6	29	3	-1	0	1	0
35	5	1	2	0	524	1	0	1	21	11	484	4	-1	0	1	0
35	4	2	3	0	0	1	0	1	21	7	262	4	-1	0	1	0
34	6	1	2	0	4	1	0	2	15	5	644	1	-1	0	1	0
35	10	1	3	0	11219	0	0	1	12	8	699	2	79	1	2	0
38	6	2	3	0	0	0	0	1	28	8	247	2	-1	0	1	0
50	4	1	1	0	5776	0	0	1	18	11	49	3	-1	0	1	0
51	4	3	1	0	37	1	0	1	13	5	341	1	-1	0	1	0
59	5	1	3	0	593	0	0	2	13	5	64	2	-1	0	1	0
32	4	1	2	0	1148	1	0	1	20	4	121	1	-1	0	1	0
37	4	2	2	0	3561	1	0	2	2	6	98	1	-1	0	1	0
42	8	3	2	0	63	0	0	2	16	5	88	6	-1	0	1	0
40	9	1	2	0	260	0	0	2	20	6	197	6	-1	0	1	0
28	6	2	3	0	2269	1	0	2	9	5	331	1	-1	0	1	0
47	8	1	2	0	1060	1	0	2	6	6	83	3	-1	0	1	0
27	5	1	2	0	-220	1	0	2	26	5	138	2	-1	0	1	0
41	3	1	3	0	49	1	0	1	17	7	312	5	-1	0	1	0
34	8	1	3	0	69	0	1	1	4	8	120	3	1	6	4	1
50	4	1	1	0	4108	1	0	1	7	8	526	2	-1	0	1	1
47	4	1	2	0	480	1	0	2	28	5	211	2	-1	0	1	0
53	2	1	2	0	4994	0	0	1	18	8	62	6	-1	0	1	0
53	6	3	2	0	0	1	1	1	15	7	135	5	-1	0	1	0
47	3	1	3	0	3681	0	0	1	14	8	101	2	-1	0	1	0
49	7	3	4	1	-701	1	0	1	30	7	988	2	-1	0	1	1
29	3	1	3	0	451	0	0	1	28	1	451	1	-1	0	1	0
45	4	3	1	0	-311	1	0	2	23	5	1030	1	-1	0	1	1
38	7	1	2	0	593	1	1	1	24	7	1484	24	-1	0	1	1
32	4	1	2	0	759	1	0	1	9	4	317	5	-1	0	1	1
70	11	3	1	0	4531	0	0	1	18	5	445	1	-1	0	1	0
65	11	3	1	0	1840	0	0	1	1	6	383	2	188	5	2	0
56	4	1	2	0	345	1	0	3	22	7	605	1	-1	0	1	0
35	4	1	2	0	1287	1	0	1	14	7	330	2	-1	0	1	0
56	3	1	4	0	353	0	1	1	25	7	171	2	-1	0	1	0
56	6	1	2	0	205	0	1	1	23	7	442	2	-1	0	1	0
49	7	1	2	0	687	1	0	1	17	4	772	1	-1	0	1	1
38	1	1	1	0	1147	1	1	2	8	5	249	5	-1	0	1	0
35	3	1	3	0	4286	1	0	2	9	5	357	1	-1	0	1	0
38	8	1	3	0	605	0	0	1	18	11	147	2	-1	0	1	0
49	4	1	2	0	8545	1	1	1	6	5	199	7	167	1	2	0
55	3	1	4	0	559	0	0	1	28	1	271	2	-1	0	1	0
43	4	2	1	0	2	1	0	1	30	7	783	3	-1	0	1	0
43	3	1	3	0	2	0	1	1	20	8	472	2	-1	0	1	0
25	8	2	3	0	760	1	0	1	27	5	223	3	89	2	2	1
30	4	1	1	0	1317	1	0	2	21	5	395	2	-1	0	1	0
46	4	1	2	0	182	0	0	1	4	2	56	1	-1	0	1	0
50	8	1	1	0	276	0	1	2	17	6	641	6	-1	0	1	0
35	7	1	2	0	2971	0	0	1	4	5	429	4	164	2	2	1
26	1	2	2	0	1064	0	0	2	31	5	113	1	-1	0	1	0
45	8	1	4	0	1783	0	0	2	20	6	11	11	-1	0	1	0
37	4	1	2	0	-67	0	0	1	2	2	157	1	-1	0	1	0
60	5	2	3	0	179	0	1	1	29	7	79	4	-1	0	1	0
38	3	1	3	0	1199	0	0	1	4	8	178	1	1	1	4	1
47	4	1	1	0	214	1	1	2	9	6	168	1	-1	0	1	0
33	6	1	2	0	6699	0	0	1	9	11	425	1	462	1	2	0
51	1	1	2	0	1760	0	1	1	19	11	162	1	-1	0	1	0
35	7	2	3	0	145	1	0	1	18	7	799	2	-1	0	1	1
35	1	1	2	0	978	0	0	1	29	12	1370	3	209	3	4	1
48	8	2	2	0	1150	1	0	2	28	5	357	1	-1	0	1	0
37	8	1	2	0	121	0	0	1	22	7	22	6	-1	0	1	0
29	6	2	3	0	828	1	0	1	16	4	215	3	321	3	3	0
34	8	1	2	0	244	1	0	1	31	7	56	4	-1	0	1	0
32	2	1	1	0	228	1	0	1	21	7	1017	6	-1	0	1	1
30	3	2	3	0	424	0	0	1	16	4	298	4	-1	0	1	1
47	3	3	3	0	447	0	1	2	7	5	126	1	-1	0	1	0
33	4	1	1	0	-195	0	0	2	20	9	9	1	-1	0	1	0
33	3	2	3	0	1410	1	0	1	5	2	8	1	254	5	2	0
63	11	1	1	0	1084	0	0	1	14	10	201	1	183	1	4	0
51	5	3	1	0	10924	0	0	1	6	5	106	2	-1	0	1	0
41	3	1	3	0	832	1	1	1	21	11	164	1	176	1	2	0
56	11	1	3	0	478	0	0	1	5	2	97	1	-1	0	1	0
60	3	2	3	0	0	0	1	1	23	7	151	1	-1	0	1	0
41	5	2	3	0	3950	1	0	2	30	5	96	2	-1	0	1	0
37	3	2	4	0	504	1	0	1	16	4	555	1	-1	0	1	0
36	4	2	2	0	219	1	1	1	11	5	270	2	347	1	2	0
57	3	1	3	0	1602	0	0	1	29	7	339	3	-1	0	1	0
55	3	1	1	0	2587	0	0	1	4	9	328	2	94	2	4	1
44	8	1	2	0	0	1	1	2	16	5	159	1	-1	0	1	0
47	5	1	3	0	2303	1	0	1	6	5	323	2	364	1	2	0
31	4	1	2	0	1660	1	0	1	20	4	342	1	-1	0	1	0
35	3	1	3	1	32	1	0	1	21	11	180	1	-1	0	1	0
39	3	1	3	0	278	0	1	1	28	7	60	3	-1	0	1	0
50	3	1	3	0	4	0	0	1	17	11	223	1	96	2	2	0
29	3	1	3	0	318	1	0	1	18	5	1434	2	356	4	2	0
30	2	2	2	0	209	1	0	2	6	5	30	2	-1	0	1	0
46	2	1	2	0	271	1	0	2	16	5	134	4	-1	0	1	0
27	3	2	4	0	3196	0	0	1	9	2	10	2	-1	0	1	0
48	8	3	2	0	4099	0	0	1	2	4	397	2	-1	0	1	1
26	9	2	2	0	2572	1	0	1	5	5	620	1	-1	0	1	0
36	3	2	3	0	339	0	0	1	21	11	6	6	-1	0	1	0
42	4	1	1	0	0	1	1	1	7	5	209	2	-1	0	1	0
50	10	1	1	0	395	1	0	2	15	5	419	2	-1	0	1	0
49	4	1	2	0	2039	1	0	1	18	11	283	2	-1	0	1	0
45	3	1	3	0	5450	0	0	1	8	8	188	2	-1	0	1	0
23	9	2	2	0	780	0	0	1	16	9	267	1	-1	0	1	0
38	6	2	2	0	0	1	0	1	7	4	196	2	-1	0	1	0
32	3	2	3	0	8436	1	0	1	17	4	245	1	149	2	2	0
60	6	2	1	0	11262	0	0	1	26	8	323	1	-1	0	1	1
30	7	1	2	0	946	1	0	1	19	11	1065	1	183	1	3	0
58	10	1	3	0	497	0	0	2	11	6	138	5	-1	0	1	0
60	11	1	1	0	55	0	0	1	4	6	207	1	-1	0	1	0
38	2	1	2	0	-140	0	0	2	25	6	456	3	-1	0	1	0
51	6	1	2	0	-379	1	0	1	5	8	261	1	-1	0	1	0
42	8	1	2	0	-396	1	0	1	11	5	80	1	308	4	2	0
30	2	2	2	0	0	1	0	1	18	5	131	6	363	9	2	0
40	3	1	1	0	733	1	0	2	6	6	94	7	-1	0	1	0
37	3	1	3	0	393	1	0	1	14	5	567	3	275	4	2	1
53	6	3	1	0	7290	1	0	2	30	5	153	1	-1	0	1	0
27	2	2	2	0	468	1	0	1	13	5	109	1	-1	0	1	0
39	4	1	2	0	0	1	0	1	30	4	53	1	325	1	2	0
39	4	1	1	0	3705	1	0	2	16	6	77	1	-1	0	1	0
59	11	1	3	0	9676	0	0	3	27	3	234	2	-1	0	1	1
37	2	1	2	0	1328	1	0	3	13	5	121	2	341	4	2	0
41	4	1	1	0	8	1	0	1	15	7	155	2	-1	0	1	0
45	4	1	1	0	61	0	0	1	17	4	108	1	-1	0	1	0
48	3	1	3	0	6613	0	0	2	17	6	159	3	-1	0	1	0
48	6	1	2	0	302	1	0	2	26	5	208	3	-1	0	1	0
32	4	1	2	0	1005	0	0	1	12	5	215	1	-1	0	1	0
35	2	1	2	0	109	1	0	2	6	5	597	3	-1	0	1	0
33	3	2	3	0	1240	1	0	1	4	2	505	2	260	1	3	0
28	4	2	1	0	0	1	1	2	3	6	380	4	-1	0	1	0
64	11	1	4	0	2923	0	0	1	12	3	120	1	-1	0	1	0
35	6	1	2	0	0	0	0	1	27	8	106	4	-1	0	1	0
33	4	1	2	0	43	1	0	1	14	5	332	2	358	2	2	0
41	6	1	2	0	288	1	0	2	15	5	221	4	-1	0	1	0
34	8	1	2	0	613	1	0	1	4	6	80	1	-1	0	1	0
